ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
2007_000783.jpg,,person,,"0,41875","0,6770833333","0,1304347826","0,5926773455",,,,,
2007_000783.jpg,,horse,,"0,2333333333","0,91875","0,2288329519","0,9359267735",,,,,
2007_000793.jpg,,person,,"0,578","0,632","0,2666666667","0,488",,,,,
2007_000793.jpg,,person,,"0,482","0,54","0,296","0,48",,,,,
2007_000793.jpg,,person,,"0,436","0,472","0,2853333333","0,4746666667",,,,,
2007_000793.jpg,,person,,"0,804","0,934","0,1786666667","0,6906666667",,,,,
2007_000793.jpg,,person,,"0,13","0,168","0,2933333333","0,4293333333",,,,,
2007_000793.jpg,,person,,"0,192","0,228","0,2853333333","0,424",,,,,
2007_000793.jpg,,person,,"0,2","0,38","0,208","0,752",,,,,
2007_000793.jpg,,person,,"0,546","0,59","0,2746666667","0,4853333333",,,,,
2007_000793.jpg,,bicycle,,"0,302","0,62","0,4266666667","0,7466666667",,,,,
2007_000793.jpg,,bus,,"0,004","0,102","0,2133333333","0,36",,,,,
2007_000799.jpg,,horse,,"0,19",1,"0,052154195",1,,,,,
2007_000799.jpg,,person,,"0,46",1,"0,5102040816",1,,,,,
2007_000804.jpg,,chair,,"0,2822822823","0,4594594595","0,486","0,608",,,,,
2007_000804.jpg,,chair,,"0,0960960961","0,3783783784","0,704","0,982",,,,,
2007_000804.jpg,,sofa,,"0,5735735736","0,996996997","0,53","0,94",,,,,
2007_000807.jpg,,person,,"0,1017964072","0,5988023952","0,062",1,,,,,
2007_000822.jpg,,motorbike,,"0,196","0,46","0,4411764706","0,9251336898",,,,,
2007_000822.jpg,,motorbike,,"0,462","0,706","0,449197861","0,8636363636",,,,,
2007_000830.jpg,,diningtable,,"0,248","0,704","0,4853333333","0,9866666667",,,,,
2007_000830.jpg,,chair,,"0,3","0,518","0,5893333333",1,,,,,
2007_000830.jpg,,chair,,"0,504","0,696","0,536","0,9253333333",,,,,
2007_000830.jpg,,chair,,"0,5","0,636","0,4666666667","0,6613333333",,,,,
2007_000836.jpg,,person,,"0,2169811321","0,7044025157","0,20625","0,61875",,,,,
2007_000836.jpg,,horse,,"0,2924528302","0,7106918239","0,3375","0,9208333333",,,,,
2007_000837.jpg,,boat,,"0,522","0,73","0,2363636364","0,5781818182",,,,,
2007_000847.jpg,,diningtable,,"0,0026666667","0,5546666667","0,558",1,,,,,
2007_000847.jpg,,person,,"0,1626666667","0,7893333333","0,222",1,,,,,
2007_000862.jpg,,person,,"0,61","0,636","0,3493333333","0,4026666667",,,,,
2007_000862.jpg,,boat,,"0,608","0,708","0,3786666667","0,4266666667",,,,,
2007_000876.jpg,,cat,,"0,234","0,752","0,0928143713","0,9850299401",,,,,
2007_000876.jpg,,cat,,"0,522","0,796","0,0419161677","0,3952095808",,,,,
2007_000904.jpg,,cow,,"0,474","0,676","0,4453333333","0,7013333333",,,,,
2007_000904.jpg,,person,,"0,034","0,33","0,3013333333","0,6346666667",,,,,
2007_000904.jpg,,horse,,"0,002","0,61","0,568",1,,,,,
2007_000925.jpg,,sheep,,"0,058","0,432","0,2861189802","0,9716713881",,,,,
2007_000925.jpg,,sheep,,"0,618","0,92","0,2974504249","0,9433427762",,,,,
2007_000999.jpg,,bottle,,"0,6213333333","0,7706666667","0,634","0,81",,,,,
2007_000999.jpg,,person,,"0,0053333333","0,7466666667","0,032",1,,,,,
2007_001027.jpg,,chair,,"0,406","0,508","0,464","0,728",,,,,
2007_001027.jpg,,chair,,"0,658","0,696","0,464","0,5946666667",,,,,
2007_001027.jpg,,chair,,"0,512","0,612","0,504","0,7786666667",,,,,
2007_001027.jpg,,chair,,"0,526","0,702","0,5813333333","0,8773333333",,,,,
2007_001027.jpg,,sofa,,"0,802",1,"0,72",1,,,,,
2007_001027.jpg,,bicycle,,"0,116","0,188","0,416","0,5813333333",,,,,
2007_001027.jpg,,tvmonitor,,"0,002","0,086","0,6506666667","0,9066666667",,,,,
2007_001073.jpg,,cow,,"0,11","0,298","0,4746666667","0,6613333333",,,,,
2007_001073.jpg,,cow,,"0,27","0,348","0,4693333333","0,6426666667",,,,,
2007_001073.jpg,,cow,,"0,454","0,564","0,408","0,6293333333",,,,,
2007_001073.jpg,,cow,,"0,552","0,7","0,424","0,68",,,,,
2007_001073.jpg,,cow,,"0,654","0,85","0,4053333333","0,64",,,,,
2007_001073.jpg,,cow,,"0,842",1,"0,4293333333","0,6053333333",,,,,
2007_000256.jpg,,aeroplane,,"0,016","0,982","0,2798833819","0,6763848397",,,,,
2007_000549.jpg,,cat,,"0,0026666667","0,9093333333","0,098","0,998",,,,,
2007_000768.jpg,,bus,,"0,738","0,95","0,2746666667","0,7546666667",,,,,
2007_000768.jpg,,bus,,"0,066","0,738","0,1226666667","0,88",,,,,
2007_001149.jpg,,sofa,,"0,296","0,806","0,368","0,8053333333",,,,,
2007_001149.jpg,,tvmonitor,,"0,15","0,292","0,2266666667","0,408",,,,,
2007_001149.jpg,,pottedplant,,"0,002","0,284","0,0186666667",1,,,,,
2007_001154.jpg,,sofa,,"0,002","0,348","0,6213333333",1,,,,,
2007_001154.jpg,,pottedplant,,"0,268","0,342","0,6133333333","0,7306666667",,,,,
2007_001175.jpg,,person,,"0,238","0,734","0,408","0,8773333333",,,,,
2007_001175.jpg,,person,,"0,314","0,512","0,4506666667","0,6133333333",,,,,
2007_001175.jpg,,tvmonitor,,"0,72","0,898","0,304","0,4986666667",,,,,
2007_001185.jpg,,cat,,"0,394","0,578","0,5306666667","0,8613333333",,,,,
2007_001185.jpg,,person,,"0,156","0,578","0,208",1,,,,,
2007_001185.jpg,,diningtable,,"0,408",1,"0,5946666667",1,,,,,
2007_001185.jpg,,bottle,,"0,904",1,"0,3493333333","0,6746666667",,,,,
2007_001225.jpg,,dog,,"0,2583979328","0,7829457364","0,424","0,828",,,,,
2007_001239.jpg,,dog,,"0,216","0,64","0,16","0,4266666667",,,,,
2007_001239.jpg,,dog,,"0,456","0,762","0,368",1,,,,,
2007_001239.jpg,,dog,,"0,236","0,572","0,2506666667","0,8186666667",,,,,
2007_001284.jpg,,person,,"0,27","0,47","0,328",1,,,,,
2007_001284.jpg,,person,,"0,476","0,752","0,3066666667","0,8106666667",,,,,
2007_001284.jpg,,person,,"0,552","0,852","0,312","0,96",,,,,
2007_001284.jpg,,person,,"0,602",1,"0,304",1,,,,,
2007_001284.jpg,,person,,"0,002","0,252","0,304",1,,,,,
2007_001284.jpg,,person,,"0,838","0,896","0,24","0,3706666667",,,,,
2007_001288.jpg,,aeroplane,,"0,136","0,852","0,2222222222","0,6111111111",,,,,
2007_001288.jpg,,aeroplane,,"0,714","0,994","0,7953216374","0,9269005848",,,,,
2007_001288.jpg,,aeroplane,,"0,392","0,632","0,7953216374","0,918128655",,,,,
2007_001289.jpg,,bird,,"0,314","0,71","0,3171521036","0,6084142395",,,,,
2007_001299.jpg,,cow,,"0,0909090909","0,5337995338","0,052","0,824",,,,,
2007_001299.jpg,,cow,,"0,4918414918","0,7435897436","0,48","0,816",,,,,
2007_001299.jpg,,cow,,"0,7412587413","0,951048951","0,442","0,87",,,,,
2007_001311.jpg,,bicycle,,"0,93","0,98","0,3260188088","0,5203761755",,,,,
2007_001311.jpg,,bicycle,,"0,864","0,93","0,3699059561","0,5830721003",,,,,
2007_001311.jpg,,bicycle,,"0,668","0,76","0,4012539185","0,6896551724",,,,,
2007_001311.jpg,,bicycle,,"0,354","0,608","0,5893416928",1,,,,,
2007_001311.jpg,,bicycle,,"0,024","0,362","0,5047021944",1,,,,,
2007_001311.jpg,,person,,"0,926","0,99","0,210031348","0,4827586207",,,,,
2007_001311.jpg,,person,,"0,862","0,936","0,2351097179","0,5360501567",,,,,
2007_001311.jpg,,person,,"0,666","0,774","0,2476489028","0,6300940439",,,,,
2007_001311.jpg,,person,,"0,374","0,582","0,3322884013","0,9184952978",,,,,
2007_001311.jpg,,person,,"0,054","0,326","0,1912225705","0,8777429467",,,,,
2007_001321.jpg,,car,,"0,002","0,912","0,2942942943",1,,,,,
2007_001340.jpg,,dog,,"0,652",1,"0,7573333333",1,,,,,
2007_001340.jpg,,chair,,"0,426","0,812","0,128","0,7093333333",,,,,
2007_001340.jpg,,person,,"0,3","0,504","0,3733333333",1,,,,,
2007_001340.jpg,,person,,"0,184","0,662","0,296","0,9973333333",,,,,
2007_001377.jpg,,aeroplane,,"0,546","0,636","0,4453551913","0,6830601093",,,,,
2007_001397.jpg,,dog,,"0,3843843844","0,6426426426","0,242","0,526",,,,,
2007_001408.jpg,,bottle,,"0,3423423423","0,5345345345","0,49","0,896",,,,,
2007_001408.jpg,,person,,"0,1681681682","0,6906906907","0,214","0,774",,,,,
2007_001408.jpg,,bottle,,"0,0600600601","0,1501501502","0,136","0,334",,,,,
2007_001408.jpg,,person,,"0,6306306306",1,"0,002","0,216",,,,,
2007_001408.jpg,,person,,"0,2522522523",1,"0,174","0,732",,,,,
2007_001408.jpg,,pottedplant,,"0,3573573574","0,5525525526","0,002","0,26",,,,,
2007_001416.jpg,,sheep,,"0,416","0,802","0,237804878","0,5853658537",,,,,
2007_001416.jpg,,sheep,,"0,038","0,366","0,2164634146","0,5945121951",,,,,
2007_001416.jpg,,sheep,,"0,002","0,242","0,3231707317","0,7591463415",,,,,
2007_001416.jpg,,sheep,,"0,002","0,648","0,5640243902",1,,,,,
2007_001416.jpg,,sheep,,"0,66","0,944","0,0792682927","0,3231707317",,,,,
2007_001416.jpg,,sheep,,"0,054","0,504","0,0396341463","0,4085365854",,,,,
2007_001420.jpg,,horse,,"0,384","0,68","0,328313253","0,813253012",,,,,
2007_001420.jpg,,person,,"0,562","0,728","0,2409638554","0,8072289157",,,,,
2007_001420.jpg,,pottedplant,,"0,872",1,"0,4457831325","0,921686747",,,,,
2007_001423.jpg,,person,,"0,248","0,764","0,1681681682",1,,,,,
2007_001430.jpg,,diningtable,,"0,002","0,5","0,7173333333","0,9973333333",,,,,
2007_001430.jpg,,person,,"0,2","0,47","0,4106666667","0,7626666667",,,,,
2007_001430.jpg,,person,,"0,422","0,606","0,3893333333","0,9386666667",,,,,
2007_001430.jpg,,person,,"0,49","0,796","0,4106666667","0,9973333333",,,,,
2007_001430.jpg,,pottedplant,,"0,112","0,2","0,464","0,5866666667",,,,,
2007_001430.jpg,,tvmonitor,,"0,632","0,836","0,0026666667","0,176",,,,,
2007_001430.jpg,,pottedplant,,"0,688","0,856","0,2213333333","0,5706666667",,,,,
2007_001439.jpg,,diningtable,,"0,0106666667",1,"0,648",1,,,,,
2007_001439.jpg,,chair,,"0,52","0,728","0,564","0,672",,,,,
2007_001457.jpg,,sofa,,"0,272","0,7","0,3226666667","0,704",,,,,
2007_001457.jpg,,chair,,"0,864",1,"0,5653333333",1,,,,,
2007_001458.jpg,,sofa,,"0,212","0,784","0,3633633634","0,8978978979",,,,,
2007_001487.jpg,,boat,,"0,484","0,554","0,312","0,4026666667",,,,,
2007_001526.jpg,,person,,"0,006","0,228","0,0604026846",1,,,,,
2007_001526.jpg,,person,,"0,218","0,428","0,1711409396","0,9966442953",,,,,
2007_001526.jpg,,person,,"0,424","0,632","0,1174496644","0,9966442953",,,,,
2007_001526.jpg,,person,,"0,578","0,774","0,110738255","0,9966442953",,,,,
2007_001526.jpg,,person,,"0,762",1,"0,0503355705","0,9966442953",,,,,
2007_001558.jpg,,person,,"0,002","0,572","0,1493333333","0,8773333333",,,,,
2007_001558.jpg,,person,,"0,566",1,"0,04","0,8746666667",,,,,
2007_001568.jpg,,aeroplane,,"0,0075",1,"0,105","0,93",,,,,
2007_001583.jpg,,person,,"0,624","0,824","0,12","0,752",,,,,
2007_001583.jpg,,person,,"0,14","0,464","0,0426666667",1,,,,,
2007_001585.jpg,,person,,"0,394","0,656","0,2649769585","0,8248847926",,,,,
2007_001585.jpg,,sofa,,"0,012","0,85","0,4147465438","0,7857142857",,,,,
2007_001585.jpg,,bottle,,"0,116","0,144","0,3640552995","0,4400921659",,,,,
